,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,ENT
1829,11,2,1,1,1,1,1,5,1,1,1
1830,12,2,1,1,1,1,1,2,1,1,1
1831,13,2,1,1,1,1,1,6,1,1,1
1832,14,2,1,1,1,1,1,7,1,1,1
1833,16,3,1,1,1,1,1,8,1,1,1
1834,17,3,1,1,1,1,1,4,1,1,1
1835,18,3,1,1,1,1,1,5,1,1,1
1836,19,3,1,1,1,1,1,6,1,1,1
1837,20,3,1,1,1,1,2,3,1,1,1
1838,1,2,1,1,1,1,2,6,1,1,1
1839,2,3,1,1,1,1,1,4,1,1,1
1840,4,2,1,1,1,1,1,4,1,1,1
1841,5,2,1,1,1,1,2,1,1,1,1
1842,6,3,1,1,1,1,1,4,1,1,1
1843,8,3,1,1,1,1,1,4,1,1,1
1844,9,2,1,1,1,1,1,4,1,1,1
1845,10,2,1,1,1,1,1,3,1,1,1
1846,11,3,1,1,1,1,1,3,1,1,1
1847,12,2,1,1,1,1,1,5,1,1,1
1848,13,2,1,1,1,1,1,5,1,1,1
1849,14,2,1,1,1,1,1,6,1,1,1
1850,15,3,1,1,1,1,1,4,1,1,1
1851,16,2,1,1,1,1,1,4,1,1,1
1852,17,2,1,1,1,1,2,4,1,1,1
1853,18,3,1,1,1,1,1,5,1,1,1
1854,19,2,1,1,1,1,2,6,1,1,1
1855,1,3,1,1,1,1,1,2,1,1,1
1856,2,2,1,1,1,2,1,7,1,1,1
1857,3,3,1,1,1,1,1,4,1,1,1
1858,4,3,1,1,1,1,1,6,1,1,1
1859,5,3,1,1,1,1,1,5,1,1,1
1860,7,3,1,1,1,1,1,4,1,1,1
1861,9,2,1,1,1,1,1,4,1,1,1
1862,10,2,1,1,1,1,2,4,1,1,1
1863,11,3,1,1,1,1,1,2,1,1,1
1864,12,3,1,1,1,1,1,4,1,1,1
1865,14,3,1,1,1,1,1,4,1,1,1
1866,15,3,1,1,1,1,1,5,1,1,1
1867,16,2,1,1,1,1,1,6,1,1,1
1868,17,2,1,1,1,1,1,4,1,1,1
1869,18,2,1,1,1,1,1,5,1,1,1
1870,19,3,1,1,1,1,1,5,1,1,1
1871,20,2,1,1,1,1,1,4,1,1,1
1872,1,3,1,1,1,1,1,7,1,1,1
1873,2,2,6,1,1,1,2,5,1,1,1
1874,3,3,1,1,1,1,1,4,1,1,1
1875,5,2,1,1,1,1,1,2,1,1,1
1876,6,3,1,1,1,2,1,4,1,1,1
1877,8,3,1,1,1,1,1,4,1,1,1
1878,9,3,1,1,1,1,2,7,1,1,1
1879,10,3,1,1,1,1,1,2,1,1,1
1880,11,3,1,1,1,1,1,1,1,1,1
1881,12,2,1,1,1,1,1,3,1,1,1
1882,14,3,1,1,1,1,1,4,1,1,1
1883,15,3,1,1,1,1,2,5,1,1,1
1884,16,3,1,1,1,1,1,7,1,1,1
1885,17,3,1,1,1,1,1,4,1,1,1
1886,18,3,1,1,1,1,1,5,1,1,1
1887,20,3,1,1,1,2,1,4,1,1,1
1888,1,2,1,1,1,1,1,5,1,1,1
1889,2,3,1,2,1,1,1,6,1,1,1
1890,3,2,1,2,1,1,1,4,1,1,1
1891,4,2,1,1,1,1,2,5,1,1,1
1892,5,2,1,1,1,1,2,3,1,1,1
1893,6,2,1,1,1,1,1,5,1,1,1
1894,7,2,1,1,1,1,2,4,1,1,1
1895,8,2,1,1,1,2,2,12,1,1,1
1896,9,2,2,1,1,2,2,10,1,1,1
1897,10,2,2,1,1,1,1,4,1,1,1
1898,11,2,2,1,1,1,2,4,1,1,1
1899,12,2,1,1,1,1,1,5,1,1,1
1900,13,2,1,1,1,1,1,8,1,1,1
1901,14,3,1,1,1,1,1,5,1,1,1
1902,15,3,1,1,1,1,1,2,1,1,1
1903,16,2,2,2,1,2,2,7,1,1,1
1904,17,2,2,2,1,2,1,5,1,1,1
1905,18,2,1,1,1,1,1,1,1,1,1
1906,19,2,5,2,1,1,2,5,1,1,1
1907,1,3,1,1,1,1,1,5,1,1,1
1908,2,2,1,1,1,1,1,4,1,1,1
1909,3,3,1,1,1,1,1,3,1,1,1
1910,4,3,1,1,1,1,1,5,1,1,1
1911,2,3,1,1,1,1,1,4,1,1,1
1912,3,3,1,1,1,1,1,3,1,1,1
1913,4,3,1,1,1,1,1,4,1,1,1
1914,5,3,1,1,1,1,1,4,1,1,1
1915,1,3,1,1,1,1,1,4,1,1,1
1916,2,3,1,1,1,1,1,3,1,1,1
1917,3,2,1,1,1,1,1,2,1,1,1
1918,5,3,1,1,1,1,1,3,1,1,1
1919,6,3,1,1,1,1,1,5,1,1,1
1920,7,3,1,1,1,1,1,5,1,1,1
1921,9,2,1,1,1,1,1,4,1,1,1
1922,10,2,1,1,1,1,1,4,1,1,1
1923,11,3,1,1,1,1,1,1,1,1,1
1924,12,3,1,1,1,1,1,4,1,1,1
1925,13,3,1,1,1,1,1,2,1,1,1
1926,15,2,1,1,1,1,1,5,1,1,1
1927,16,2,1,1,1,1,1,4,1,1,1
1928,17,2,1,1,1,1,1,4,1,1,1
1929,18,2,1,2,2,2,2,4,1,1,1
1930,19,3,1,1,1,1,1,1,1,1,1
1931,20,3,1,1,1,1,1,5,1,1,1
1932,4,2,1,1,1,1,2,5,1,1,1
1933,6,2,1,1,1,1,1,4,1,1,1
1934,8,3,1,1,1,1,1,3,1,1,1
1935,9,2,1,1,1,1,2,5,1,1,1
1936,10,3,1,1,1,1,1,4,1,1,1
1937,11,2,1,1,1,1,1,4,1,1,1
1938,12,3,1,1,1,1,1,5,1,1,1
1939,13,3,1,1,1,1,1,6,1,1,1
1940,14,3,1,1,1,1,1,2,1,1,1
1941,15,2,1,1,1,1,1,3,1,1,1
1942,16,2,1,1,1,1,1,11,1,1,1
1943,17,2,1,1,1,1,1,6,1,1,1
1944,18,2,1,1,1,1,1,4,1,1,1
1945,19,2,2,1,1,2,2,3,1,1,1
1946,20,2,1,1,1,2,2,4,1,1,1
1947,1,2,1,1,1,2,2,3,1,1,1
1948,2,3,1,1,1,1,2,6,1,1,1
1949,3,3,1,1,1,1,1,3,1,1,1
1950,4,2,1,1,1,1,1,8,1,1,1
1951,5,2,1,1,1,1,1,2,1,1,1
1952,6,2,1,1,1,1,1,1,1,1,1
1953,7,3,1,1,1,2,1,4,1,1,1
1954,8,2,1,1,1,1,1,4,1,1,1
1955,9,3,1,1,1,1,1,5,1,1,1
1956,10,3,1,1,1,1,1,1,1,1,1
1957,11,2,1,1,1,1,1,2,1,1,1
1958,12,2,1,1,1,1,1,4,1,1,1
1959,13,3,1,1,1,1,1,4,1,1,1
1960,14,3,1,1,1,1,1,3,1,1,1
1961,15,2,1,1,1,1,1,2,1,1,1
1962,11,2,1,1,1,1,1,3,1,1,1
1963,12,2,2,3,1,1,2,2,1,1,1
1964,13,3,1,2,1,1,1,4,1,1,1
1965,14,2,2,3,1,1,1,5,1,1,1
1966,15,2,2,2,1,1,1,3,1,1,1
1967,16,2,2,2,1,1,2,5,1,1,1
1968,17,2,6,2,1,1,1,8,2,2,1
1969,18,2,2,2,1,2,2,3,1,1,1
1970,19,3,2,2,1,1,1,2,1,1,1
1971,20,2,2,2,1,2,2,1,1,1,1
1972,21,2,6,2,1,1,2,4,1,1,1
1973,1,2,1,1,1,1,1,5,1,1,1
1974,2,2,1,1,1,1,1,4,1,1,1
1975,3,2,1,1,1,1,2,5,1,1,1
1976,4,2,1,1,1,1,1,3,1,1,1
1977,5,3,1,1,1,1,1,3,1,1,1
1978,6,2,1,5,1,1,1,6,1,1,1
1979,7,2,1,2,1,1,1,7,1,1,1
1980,8,2,2,5,1,1,1,5,1,1,1
1981,9,2,4,5,1,2,2,6,1,1,1
1982,10,2,2,5,1,1,1,6,1,1,1
1983,11,2,1,1,1,1,1,5,1,1,1
1984,12,2,2,1,1,1,1,3,1,1,1
1985,13,2,1,1,1,1,1,4,1,1,1
1986,14,3,1,1,1,1,1,5,1,1,1
1987,15,2,1,1,1,1,1,3,1,1,1
1988,16,2,1,1,1,1,1,3,1,1,1
1989,17,2,2,1,1,1,1,3,1,1,1
1990,18,2,1,1,1,1,2,3,1,1,1
1991,19,2,2,1,1,1,1,7,1,1,1
1992,20,2,2,1,1,1,2,2,1,1,1
1993,1,2,1,1,1,1,2,7,1,1,1
1994,2,2,1,1,1,1,2,1,1,1,1
1995,3,3,1,1,1,1,1,9,1,1,1
1996,4,2,4,5,1,2,1,8,1,1,1
1997,5,2,1,1,1,1,1,5,1,1,1
1998,6,3,1,1,1,1,1,2,1,1,1
1999,4,2,1,1,1,1,1,4,1,1,2
2000,5,2,1,1,1,2,2,6,1,1,2
2001,1,3,1,1,1,1,1,3,1,1,2
2002,2,3,1,1,1,1,1,7,1,1,2
2003,3,3,1,1,1,1,1,5,1,1,2
2004,4,3,1,1,1,1,1,8,1,1,2
2005,5,2,1,1,1,1,1,1,1,1,2
2006,1,2,1,2,1,1,2,4,1,1,2
2007,2,2,2,2,1,1,2,1,1,1,2
2008,3,2,1,2,1,1,2,5,1,1,2
2009,4,2,1,2,1,1,1,4,1,1,2
2010,5,3,1,2,1,1,1,1,1,1,2
2011,2,3,1,1,1,1,1,4,1,1,2
2012,4,3,1,1,1,1,1,4,1,1,2
2013,2,3,1,1,1,1,1,4,1,1,2
2014,3,3,1,1,1,1,1,1,1,1,2
2015,4,3,1,1,1,1,1,4,1,1,2
2016,5,3,1,1,1,1,1,5,1,1,2
2017,1,2,1,1,1,1,1,4,1,1,2
2018,2,2,1,1,1,1,1,7,1,1,2
2019,3,2,1,1,1,1,1,5,1,1,2
2020,5,3,1,1,1,1,1,2,1,1,2
2021,1,2,1,1,1,1,2,4,1,1,2
2022,2,3,1,1,1,1,1,1,1,1,2
2023,3,3,1,1,1,1,1,3,1,1,2
2024,4,3,1,1,1,1,1,3,1,1,2
2025,5,3,1,1,1,1,1,2,1,1,2
2026,1,3,1,1,1,1,1,2,1,1,2
2027,2,2,1,1,1,2,1,5,1,1,2
2028,3,2,1,1,1,1,1,5,1,1,2
2029,5,2,1,1,1,1,1,4,1,1,2
2030,1,2,1,1,1,1,1,4,1,1,2
2031,2,3,1,1,1,1,1,4,1,1,2
2032,3,2,1,1,1,1,1,4,1,1,2
2033,4,2,1,1,1,1,1,2,1,1,2
2034,5,2,1,1,1,1,1,3,1,1,2
2035,1,2,1,2,1,1,2,4,1,1,2
2036,4,2,1,1,1,1,2,2,1,1,2
2037,5,2,1,1,1,1,1,5,1,1,2
2038,1,2,2,5,1,2,2,6,1,1,2
2039,2,2,1,1,1,1,1,5,1,1,2
2040,3,2,1,1,1,1,1,4,1,1,2
2041,4,2,1,1,1,1,1,3,1,1,2
2042,5,2,1,1,1,1,1,5,1,1,2
2043,1,2,1,1,1,2,2,3,1,1,2
2044,2,2,1,1,1,1,1,5,1,1,2
2045,3,2,2,5,1,1,2,4,1,1,2
2046,4,2,1,1,1,1,1,2,1,1,2
2047,5,2,1,1,1,1,2,5,1,1,2
2048,1,2,1,1,1,1,1,6,1,1,2
2049,2,3,1,1,1,1,1,3,1,1,2
2050,4,2,1,1,1,1,1,5,1,1,2
2051,5,2,1,1,1,1,1,7,1,1,2
2052,1,3,1,1,1,1,1,2,1,1,2
2053,2,3,1,1,1,1,1,4,1,1,2
2054,3,3,1,1,1,1,1,4,1,1,2
2055,1,3,1,1,1,1,1,4,1,1,2
2056,2,3,1,1,1,1,1,4,1,1,2
2057,3,3,1,1,1,1,1,4,1,1,2
2058,4,3,1,1,1,1,1,3,1,1,2
2059,5,3,1,1,1,1,1,3,1,1,2
2060,1,3,1,1,1,1,1,2,1,1,2
2061,2,3,1,1,1,1,1,3,1,1,2
2062,3,3,1,1,1,1,1,4,1,1,2
2063,4,3,1,1,1,1,1,3,1,1,2
2064,5,3,1,1,1,1,1,5,1,1,2
2065,1,3,1,1,1,1,2,2,1,1,2
2066,2,2,1,1,1,2,2,1,1,1,2
2067,3,3,1,1,1,1,1,3,1,1,2
2068,5,3,1,1,1,1,1,2,1,1,2
2069,1,2,1,1,1,1,2,3,1,1,2
2070,2,3,1,1,1,1,1,3,1,1,2
2071,3,2,1,1,1,1,1,3,1,1,2
2072,4,3,1,1,1,1,1,2,1,1,2
2073,5,2,1,1,1,1,1,5,1,1,2
2074,1,2,1,1,1,1,1,1,1,1,2
2075,2,2,1,1,1,1,1,5,1,1,2
2076,3,2,1,1,1,1,1,2,1,1,2
2077,5,3,1,1,1,1,1,4,1,1,2
2078,1,2,1,1,1,1,1,1,1,1,2
2079,2,2,1,1,1,1,1,4,1,1,2
2080,3,2,1,1,1,1,1,3,1,1,2
2081,4,2,1,1,1,1,1,1,1,1,2
2082,5,2,1,1,1,1,1,3,1,1,2
2083,1,3,1,1,1,1,1,2,1,1,2
2084,2,3,1,1,1,1,1,2,1,1,2
2085,4,2,1,1,1,1,1,3,1,1,2
2086,1,3,1,1,1,1,1,4,1,1,2
2087,2,3,1,1,1,1,1,5,1,1,2
2088,3,3,1,1,1,1,1,5,1,1,2
2089,4,3,1,1,1,1,1,3,1,1,2
2090,5,3,1,1,1,1,1,3,1,1,2
2091,1,3,1,1,1,1,1,3,1,1,2
2092,2,2,1,1,1,1,1,2,1,1,2
2093,3,2,1,1,1,1,1,4,1,1,2
2094,4,2,1,1,1,2,2,3,1,1,2
2095,5,2,1,1,1,1,1,4,1,1,2
2096,3,3,1,1,1,1,1,6,1,1,2
2097,1,2,1,1,1,1,1,4,1,1,2
2098,2,3,1,1,1,1,1,4,1,1,2
2099,5,3,1,1,1,1,1,1,1,1,2
2100,1,3,1,1,1,1,2,1,1,1,2
2101,3,3,1,1,1,1,2,2,1,1,2
2102,4,3,1,1,1,1,2,4,1,1,2
2103,5,2,1,1,1,1,2,3,1,1,2
2104,1,3,1,1,1,1,2,3,1,1,2
2105,2,3,1,1,1,2,2,1,1,1,2
2106,3,2,1,5,1,1,2,2,1,1,2
2107,4,3,1,1,1,1,2,4,1,1,2
2108,5,2,1,1,1,1,1,3,1,1,2
2109,1,2,1,1,1,1,2,1,1,1,2
2110,2,2,1,1,1,1,1,3,1,1,2
2111,7,2,1,1,1,1,1,7,1,1,1
2112,8,2,1,1,1,1,1,4,1,1,1
2113,9,2,1,1,1,1,1,4,1,1,1
2114,10,2,1,1,1,1,1,5,1,1,1
2115,11,2,2,2,1,1,2,2,1,1,1
2116,12,2,1,1,1,1,1,2,1,1,1
2117,13,2,1,1,1,1,1,6,1,1,1
2118,14,2,1,1,1,1,1,4,1,1,1
2119,16,2,1,1,1,1,1,4,1,1,1
2120,17,2,1,1,1,1,2,3,1,1,1
2121,18,2,1,1,1,2,1,3,1,1,1
2122,19,2,1,1,1,1,1,2,1,1,1
2123,20,3,2,2,1,1,1,3,1,1,1
2124,1,2,1,1,1,1,1,5,1,1,1
2125,2,2,1,1,1,1,1,6,1,1,1
2126,3,2,1,1,1,1,2,4,2,2,1
2127,4,2,1,1,1,1,1,3,1,1,1
2128,5,3,1,1,1,1,1,5,1,1,1
2129,6,2,1,1,1,1,1,5,1,1,1
2130,7,2,1,1,1,1,1,3,1,1,1
2131,8,3,1,1,1,1,1,6,1,1,1
2132,9,2,1,1,1,1,1,7,1,1,1
2133,10,2,1,1,1,1,1,8,2,2,1
2134,11,2,1,1,1,1,1,5,1,1,1
2135,12,2,1,1,1,2,1,4,1,1,1
2136,13,3,2,1,1,1,1,5,1,1,1
2137,14,2,1,1,1,2,1,3,1,1,1
2138,15,2,1,1,1,2,1,3,1,1,1
2139,16,2,1,1,1,1,1,5,1,1,1
2140,17,3,1,2,1,1,1,4,1,1,1
2141,18,2,5,5,1,1,1,10,1,1,1
2142,19,3,1,2,1,1,1,4,1,1,1
2143,20,2,5,5,1,1,1,4,1,1,1
2144,21,3,6,5,1,1,1,4,1,1,1
2145,1,2,1,1,1,1,1,7,1,1,1
2146,2,3,1,1,1,1,1,4,1,1,1
2147,3,2,1,1,1,1,1,2,1,1,1
2148,4,3,1,1,1,1,1,5,1,1,1
2149,6,3,1,1,1,1,1,5,1,1,1
2150,2,2,1,1,1,1,1,4,1,1,2
2151,4,2,1,1,1,1,1,4,1,1,2
2152,1,3,1,1,1,1,1,2,1,1,2
2153,2,3,1,1,1,1,2,2,1,1,2
2154,3,2,1,1,1,1,1,1,1,1,2
2155,4,2,1,1,1,1,2,5,1,1,2
2156,1,2,1,1,1,1,1,2,1,1,2
2157,2,2,1,1,1,1,1,3,1,1,2
2158,3,2,1,1,1,1,2,3,1,1,2
2159,4,2,1,1,1,1,1,4,1,1,2
2160,5,2,2,1,1,2,2,2,1,1,2
2161,1,3,1,1,1,1,1,2,1,1,2
2162,2,3,1,1,1,1,1,2,1,1,2
2163,3,3,1,1,1,1,1,3,1,1,2
2164,1,2,1,1,1,1,1,10,1,1,2
2165,2,2,1,1,1,1,1,2,1,1,2
2166,3,2,1,1,1,1,1,5,1,1,2
2167,4,2,1,1,1,1,1,2,1,1,2
2168,5,2,1,1,1,1,1,5,1,1,2
2169,1,3,1,1,1,1,1,2,1,1,2
2170,2,3,1,1,1,1,1,4,1,1,2
2171,3,3,1,1,1,1,1,4,1,1,2
2172,4,3,1,1,1,1,1,4,1,1,2
2173,5,3,1,1,1,1,1,1,1,1,2
2174,1,2,1,1,1,1,2,4,1,1,2
2175,2,3,1,1,1,1,1,3,1,1,2
2176,3,3,1,1,1,1,1,1,1,1,2
2177,4,3,1,1,1,1,1,3,1,1,2
2178,5,3,1,1,1,1,1,3,1,1,2
2179,1,2,1,1,1,1,1,4,1,1,2
2180,2,2,1,1,1,1,1,6,1,1,2
2181,3,2,1,1,1,1,2,1,1,1,2
2182,5,2,1,1,1,1,1,1,1,1,2
2183,1,3,1,1,1,1,1,3,1,1,2
2184,3,3,1,1,1,1,1,1,1,1,2
2185,5,2,1,1,1,1,1,1,1,1,2
2186,4,2,1,1,1,1,1,4,1,1,2
2187,5,2,1,1,1,1,1,4,1,1,2
2188,1,3,1,1,1,1,1,4,1,1,2
2189,2,2,1,1,1,1,2,2,1,1,2
2190,3,3,1,1,1,1,1,6,1,1,2
2191,4,3,1,1,1,1,1,3,2,2,2
2192,1,2,1,1,1,1,1,2,1,1,2
2193,2,2,1,1,1,1,1,2,1,1,2
2194,3,2,1,1,1,1,1,3,1,1,2
2195,4,3,1,1,1,1,1,4,1,1,2
2196,5,3,1,1,1,1,1,3,1,1,2
2197,1,2,1,1,1,1,1,4,1,1,2
2198,2,2,1,1,1,1,1,5,1,1,2
2199,3,2,1,1,1,1,1,5,1,1,2
2200,4,2,1,1,1,1,1,1,1,1,2
2201,5,2,1,1,1,1,2,1,1,1,2
2202,1,2,1,1,1,1,1,4,1,1,2
2203,2,2,1,1,1,1,1,4,1,1,2
2204,3,2,1,1,1,1,1,5,1,1,2
2205,4,2,1,1,1,1,1,6,1,1,2
2206,1,3,1,1,1,1,1,4,1,1,2
2207,3,2,1,1,1,1,1,4,1,1,2
2208,4,2,1,1,1,1,1,4,1,1,2
2209,5,2,1,1,1,1,1,6,1,1,2
2210,2,3,1,1,1,1,1,4,1,1,2
2211,3,2,1,1,1,1,1,4,1,1,2
2212,4,3,1,1,1,1,1,3,1,1,2
2213,5,3,1,1,1,1,1,6,1,1,2
2214,1,3,1,1,1,1,1,4,1,1,2
2215,3,3,1,1,1,1,1,6,1,1,2
2216,4,2,1,1,1,1,1,6,1,1,2
2217,5,3,1,1,1,1,1,3,1,1,2
2218,2,2,1,1,1,1,1,4,1,1,2
2219,3,2,1,1,1,1,1,1,1,1,2
2220,4,2,1,1,1,1,1,4,1,1,2
2221,5,2,1,1,1,2,2,2,1,1,2
2222,2,2,1,1,1,2,1,1,1,1,2
2223,3,3,1,1,1,1,2,2,1,1,2
2224,4,2,1,1,1,1,1,4,1,1,2
2225,5,3,1,1,1,1,2,2,1,1,2
2226,1,3,1,1,1,1,1,2,1,1,2
2227,2,2,2,1,1,2,2,1,1,1,2
2228,3,3,1,1,1,1,1,2,1,1,2
2229,5,3,1,1,1,1,1,1,1,1,2
2230,1,2,1,1,1,1,2,1,1,1,2
2231,2,3,1,1,1,1,2,1,1,1,2
2232,4,3,1,1,1,1,2,3,1,1,2
2233,2,2,1,1,1,1,1,4,1,1,2
2234,3,3,1,1,1,1,1,4,1,1,2
2235,5,3,1,1,1,1,2,3,1,1,2
2236,1,2,1,1,1,1,1,2,1,1,2
2237,2,2,1,1,1,1,1,3,1,1,2
2238,3,3,1,1,1,1,1,2,1,1,2
2239,4,3,1,1,1,1,2,7,1,1,2
2240,5,3,1,1,1,1,1,3,1,1,2
2241,1,2,2,1,1,1,1,2,1,1,2
2242,2,3,1,1,1,1,1,3,1,1,2
2243,4,2,1,1,1,1,1,2,1,1,2
2244,5,3,1,1,1,1,2,3,1,1,2
2245,3,3,1,1,1,1,1,2,1,1,2
2246,4,3,1,1,1,1,1,2,1,1,2
2247,1,3,1,1,1,1,1,1,1,1,2
2248,2,3,1,1,1,1,1,3,1,1,2
2249,4,3,1,1,1,1,2,1,1,1,2
2250,5,3,1,1,1,1,1,2,1,1,2
2251,1,3,1,1,1,1,1,3,1,1,2
2252,2,3,1,1,1,1,1,3,1,1,2
2253,3,2,1,1,1,1,2,1,1,1,2
2254,4,3,1,1,1,1,2,2,1,1,2
2255,5,2,1,1,1,1,1,1,1,1,2
2256,1,3,1,1,1,1,1,2,1,1,2
2257,2,3,1,1,1,1,2,3,1,1,2
2258,3,2,1,1,1,1,1,5,1,1,2
2259,5,2,1,1,1,1,1,8,2,4,2
2260,1,2,1,1,1,1,1,2,1,1,2
2261,3,3,1,1,1,1,1,3,1,1,2
2262,4,3,1,1,1,1,1,4,1,1,2
2263,5,3,1,1,1,1,1,3,1,1,2
2264,1,2,1,1,1,1,1,3,1,1,2
2265,2,3,1,1,1,1,1,1,1,1,2
2266,3,3,1,1,1,1,1,5,1,1,2
2267,4,3,1,1,1,1,2,2,1,1,2
2268,1,3,1,1,1,1,1,3,1,1,2
2269,2,2,1,1,1,1,1,7,1,1,2
2270,3,2,1,1,1,1,1,2,1,1,2
2271,4,2,1,1,1,1,1,3,1,1,2
2272,5,3,2,1,1,1,2,1,1,1,2
2273,1,2,1,1,1,1,2,1,1,1,2
2274,2,2,1,1,1,1,1,2,1,1,2
2275,3,2,2,1,1,2,2,1,1,1,2
2276,4,2,1,1,1,1,1,3,1,1,2
2277,5,2,1,1,1,1,1,4,1,1,2
2278,1,3,1,1,1,1,1,2,1,1,2
2279,2,2,2,2,1,1,2,1,1,1,2
2280,3,2,1,1,1,1,1,1,1,1,2
2281,4,3,1,1,1,1,1,6,1,1,2
2282,5,2,1,1,1,2,2,2,1,1,2
2283,2,2,1,1,1,1,1,2,1,1,2
2284,3,3,1,1,1,1,1,1,1,1,2
2285,4,3,1,1,1,1,1,5,1,1,2
2286,5,3,1,1,1,1,1,2,1,1,2
2287,1,3,1,1,1,1,1,1,1,1,2
2288,2,3,1,1,1,1,1,5,1,1,2
2289,3,2,1,1,1,1,1,2,1,1,2
2290,4,3,1,1,1,1,1,2,1,1,2
2291,5,2,1,1,1,1,1,5,1,1,2
2292,2,3,1,1,1,2,2,1,1,1,2
2293,3,3,1,1,1,1,1,4,1,1,2
2294,5,3,1,1,1,1,1,3,1,1,2
2295,1,2,1,1,1,1,1,5,1,1,2
2296,2,3,1,1,1,1,1,3,1,1,2
2297,3,2,1,1,1,1,1,1,1,1,2
2298,5,3,1,1,1,1,1,4,1,1,2
2299,1,2,1,1,1,1,1,2,1,1,2
2300,2,2,1,1,1,1,1,3,1,1,2
2301,3,3,1,1,1,1,2,2,1,1,2
2302,4,2,1,1,1,1,1,2,1,1,2
2303,5,3,1,1,1,1,1,4,1,1,2
2304,1,2,1,1,1,1,2,1,1,1,2
2305,2,3,1,1,1,1,1,2,1,1,2
2306,3,3,1,1,1,1,1,7,1,1,2
2307,4,3,1,1,1,1,1,1,1,1,2
2308,5,2,1,2,1,2,2,5,1,1,2
2309,1,2,1,2,1,1,1,7,1,1,2
2310,2,2,1,1,1,1,2,14,1,1,2
2311,3,3,1,2,1,1,2,4,1,1,2
2312,4,1,5,1,1,1,2,5,1,1,2
2313,5,2,1,1,1,1,2,1,1,1,2
2314,2,3,1,1,1,1,1,3,1,1,2
2315,4,3,2,1,1,1,2,1,1,1,2
2316,5,3,1,1,1,1,1,5,1,1,2
2317,1,3,1,1,1,1,2,1,1,1,2
2318,2,3,1,1,1,1,1,2,1,1,2
2319,3,3,1,1,1,1,1,5,1,1,2
2320,4,3,1,1,1,1,1,4,1,1,2
2321,1,3,1,1,1,1,1,3,1,1,2
2322,2,3,1,1,1,1,2,2,1,1,2
2323,4,3,1,1,1,1,1,4,1,1,2
2324,5,3,1,1,1,1,2,1,1,1,2
2325,1,2,1,1,1,1,1,4,2,2,2
2326,2,2,1,1,1,1,1,3,1,1,2
2327,4,3,1,1,1,1,1,1,1,1,2
2328,5,3,1,1,1,1,2,1,1,1,2
2329,1,3,1,1,1,1,1,5,1,1,2
2330,3,3,1,1,1,1,1,1,1,1,2
2331,4,3,1,1,1,1,1,4,1,1,2
2332,5,3,1,1,1,1,2,3,1,1,2
2333,1,3,1,1,1,1,1,2,1,1,2
2334,2,2,1,1,1,1,1,3,1,1,2
2335,4,3,1,1,1,1,1,2,1,1,2
2336,5,3,1,1,1,1,1,2,1,1,2
2337,2,2,1,1,1,1,1,3,1,1,2
2338,3,2,1,1,1,1,1,5,1,1,2
2339,4,2,1,1,1,1,1,2,1,1,2
2340,5,2,1,1,1,1,1,2,1,1,2
2341,1,1,1,1,1,1,2,1,1,1,2
2342,2,2,1,1,1,1,1,2,1,1,2
2343,4,2,1,1,1,1,1,2,1,1,2
2344,5,3,1,1,1,1,1,9,1,1,2
2345,1,2,1,1,1,1,2,3,1,1,2
2346,3,2,1,1,1,1,1,4,1,1,2
2347,5,3,1,1,1,1,1,4,1,1,2
2348,1,3,1,1,1,1,1,3,1,1,2
2349,3,2,1,1,1,1,1,3,1,1,2
2350,4,3,1,1,1,1,1,4,1,1,2
2351,5,2,1,1,1,1,1,6,1,1,2
2352,1,2,1,1,1,1,1,4,1,1,2
2353,2,3,1,1,1,1,1,1,1,1,2
2354,4,3,1,1,1,1,1,6,1,1,2
2355,5,2,1,1,1,2,2,1,1,1,2
2356,2,2,1,1,1,1,1,4,1,1,2
2357,4,3,1,1,1,1,1,4,1,1,2
2358,5,2,1,1,1,1,1,4,1,1,2
2359,2,3,1,1,1,1,1,1,1,1,2
2360,3,3,1,1,1,1,1,5,1,1,2
2361,4,3,1,1,1,1,1,6,1,1,2
2362,1,3,2,1,1,1,1,2,1,1,2
2363,2,2,1,1,1,1,2,4,1,1,2
2364,3,2,5,3,1,1,1,8,1,1,2
2365,4,2,1,1,1,1,1,2,1,1,2
2366,5,3,1,1,1,1,1,3,1,1,2
2367,1,3,1,1,1,1,1,1,1,1,2
2368,2,3,1,1,1,1,1,1,1,1,2
2369,3,3,1,1,1,1,1,2,1,1,2
2370,4,3,1,1,1,1,2,4,1,1,2
2371,5,3,1,1,1,1,1,1,1,1,2
2372,1,2,1,1,1,1,1,7,1,1,2
2373,2,3,1,1,1,1,2,1,1,1,2
2374,3,2,1,1,1,1,1,3,1,1,2
2375,4,3,1,1,1,1,1,8,1,1,2
2376,5,3,2,3,1,1,2,2,1,1,2
2377,2,2,1,1,1,1,1,4,1,1,2
2378,3,3,1,1,1,1,1,1,1,1,2
2379,4,2,1,1,1,1,1,2,1,1,2
2380,1,2,2,1,1,2,2,3,1,1,2
2381,2,3,1,1,1,1,1,5,1,1,2
2382,3,2,1,1,1,1,1,4,1,1,2
2383,4,2,1,2,1,1,2,4,1,1,2
2384,5,3,1,3,1,1,1,4,1,1,2
2385,1,2,1,1,1,1,1,11,2,3,2
