,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,ENT
66689,7,2,1,1,1,1,2,4,1,1,29
66690,8,2,2,1,1,2,1,5,1,1,29
66691,9,2,2,1,1,2,2,4,1,1,29
66692,10,2,1,1,1,1,1,5,1,1,29
66693,11,2,2,1,1,2,2,7,2,2,29
66694,12,2,2,1,1,1,1,5,1,1,29
66695,14,2,1,1,1,2,1,4,1,1,29
66696,15,2,2,1,1,2,1,8,1,1,29
66697,16,2,1,1,1,1,1,5,1,1,29
66698,4,2,1,1,1,1,1,3,1,1,30
66699,5,2,1,2,1,1,1,3,1,1,30
66700,1,2,1,1,1,1,2,5,1,1,30
66701,2,3,1,1,1,1,1,2,1,1,30
66702,3,3,1,2,1,1,1,6,1,1,30
66703,4,3,1,1,1,1,1,4,1,1,30
66704,5,2,1,2,1,1,1,4,1,1,30
66705,1,3,1,2,1,1,1,4,1,1,30
66706,2,3,1,1,1,1,1,5,1,1,30
66707,5,3,1,1,1,1,1,4,2,2,30
66708,2,3,1,1,1,1,1,4,1,1,30
66709,4,2,1,2,1,1,2,1,1,1,30
66710,5,3,1,1,1,1,1,2,1,1,30
66711,1,2,1,1,1,2,1,5,1,1,30
66712,2,2,1,1,1,1,2,1,1,1,30
66713,4,2,1,1,1,1,1,3,1,1,30
66714,5,3,1,1,1,1,1,4,1,1,30
66715,1,3,1,1,1,1,1,2,1,1,30
66716,2,3,1,1,1,1,1,1,1,1,30
66717,4,3,1,1,1,1,1,2,1,1,30
66718,5,3,1,1,1,1,1,5,1,1,30
66719,1,3,1,1,1,1,1,2,1,1,30
66720,2,3,1,1,1,1,1,1,1,1,30
66721,3,3,1,1,1,1,1,4,1,1,30
66722,4,3,1,1,1,1,1,1,1,1,30
66723,5,3,1,1,1,1,1,6,1,1,30
66724,1,3,1,1,1,1,1,3,1,1,30
66725,2,3,1,1,1,1,1,2,1,1,30
66726,3,3,1,1,1,1,1,3,1,1,30
66727,4,3,1,1,1,1,1,3,1,1,30
66728,5,3,1,1,1,1,1,5,1,1,30
66729,3,3,1,1,1,1,1,2,1,1,30
66730,4,3,1,1,1,1,1,4,1,1,30
66731,1,2,1,1,1,1,2,2,1,1,30
66732,2,3,1,1,1,1,1,6,2,2,30
66733,4,2,1,1,1,1,1,4,1,1,30
66734,1,2,2,1,1,1,2,1,1,1,30
66735,2,3,1,1,1,1,1,5,1,1,30
66736,4,2,2,1,1,1,2,10,1,1,30
66737,5,3,1,1,1,1,1,4,1,1,30
66738,1,3,1,1,1,1,2,2,1,1,30
66739,3,3,1,1,1,2,2,1,1,1,30
66740,4,3,1,1,1,1,1,4,1,1,30
66741,5,2,1,2,1,1,1,4,1,1,30
66742,1,3,1,1,1,1,1,5,1,1,30
66743,2,3,1,1,1,1,1,2,1,1,30
66744,4,3,1,1,1,1,1,3,1,1,30
66745,5,2,1,1,1,1,1,3,1,1,30
66746,1,3,1,1,1,1,2,2,1,1,30
66747,2,3,1,1,1,1,1,5,1,1,30
66748,3,2,1,1,1,1,2,4,1,1,30
66749,4,3,1,1,1,1,1,2,1,1,30
66750,1,3,1,1,1,1,1,4,1,1,30
66751,2,3,1,1,1,1,1,3,1,1,30
66752,3,3,1,1,1,1,1,1,1,1,30
66753,5,3,1,1,1,1,1,2,1,1,30
66754,1,2,1,1,1,1,1,3,1,1,30
66755,2,2,1,1,1,2,2,1,1,1,30
66756,3,2,1,1,1,1,1,6,1,1,30
66757,4,2,1,1,1,2,1,2,1,1,30
66758,5,3,1,1,1,1,1,6,1,1,30
66759,1,2,2,2,1,2,2,4,1,1,29
66760,2,2,1,1,1,2,2,3,1,1,29
66761,3,2,2,1,1,2,1,2,1,1,29
66762,4,2,2,1,1,1,1,4,1,1,29
66763,5,2,2,1,1,1,1,3,1,1,29
66764,1,2,2,2,1,2,2,8,1,1,29
66765,2,2,2,1,1,1,2,2,1,1,29
66766,3,3,2,1,1,1,1,3,1,1,29
66767,4,2,2,1,1,2,2,5,1,1,29
66768,1,2,1,1,1,1,2,8,1,1,29
66769,4,2,2,1,1,1,1,4,1,1,29
66770,5,2,1,1,2,1,2,3,1,1,29
66771,1,2,2,1,1,1,2,8,2,2,29
66772,2,2,2,1,1,1,1,5,1,1,29
66773,3,2,2,1,1,1,1,4,1,1,29
66774,4,2,1,1,1,1,1,7,1,1,29
66775,5,2,2,1,1,1,2,6,1,1,29
66776,1,2,1,1,1,2,2,3,1,1,29
66777,4,2,2,1,1,2,1,5,1,1,29
66778,5,1,2,1,1,1,2,2,1,1,29
66779,1,2,1,1,1,1,2,4,1,1,29
66780,2,2,1,1,1,1,2,5,1,1,29
66781,3,2,1,1,1,1,1,4,1,1,29
66782,4,2,2,1,1,2,2,2,1,1,29
66783,5,2,1,1,1,2,2,3,1,1,29
66784,2,2,1,1,2,2,2,7,1,1,29
66785,3,3,1,1,1,1,1,2,1,1,29
66786,4,3,1,1,1,2,2,4,1,1,29
66787,5,2,1,1,1,1,2,2,1,1,29
66788,1,2,1,1,1,1,1,3,1,1,29
66789,2,3,1,1,1,1,1,4,1,1,29
66790,3,3,1,1,1,1,1,4,1,1,29
66791,4,2,1,1,1,1,2,3,1,1,29
66792,17,2,2,1,1,2,2,4,1,1,29
66793,19,2,1,1,1,1,2,4,1,1,29
66794,20,2,1,1,1,2,2,4,1,1,29
66795,1,2,1,1,1,1,1,4,1,1,29
66796,2,2,2,1,1,1,1,2,1,1,29
66797,3,2,1,1,1,1,2,2,1,1,29
66798,4,2,1,1,1,1,2,4,1,1,29
66799,5,2,2,1,1,2,2,2,1,1,29
66800,6,2,2,2,1,1,2,7,1,1,29
66801,7,2,2,5,1,1,2,4,1,1,29
66802,8,2,1,1,1,2,2,5,1,1,29
66803,9,2,1,1,1,1,1,4,1,1,29
66804,10,2,2,2,1,1,2,7,1,1,29
66805,11,3,1,1,1,1,2,5,1,1,29
66806,12,1,2,1,1,2,1,5,1,1,29
66807,13,3,1,1,1,1,1,3,1,1,29
66808,14,2,1,2,1,2,2,5,1,1,29
66809,15,2,2,1,1,1,1,3,1,1,29
66810,16,2,1,1,1,1,1,4,1,1,29
66811,17,2,2,1,1,2,2,3,1,1,29
66812,18,2,1,1,1,2,2,1,1,1,29
66813,19,2,2,1,1,1,1,8,2,2,29
66814,20,2,1,1,1,1,2,2,1,1,29
66815,1,2,1,1,1,1,1,6,1,1,29
66816,2,2,2,1,1,2,2,6,1,1,29
66817,3,2,1,1,1,1,2,4,1,1,29
66818,5,3,1,1,1,1,1,5,1,1,29
66819,6,2,2,1,1,1,1,4,1,1,29
66820,8,2,2,1,1,1,1,3,1,1,29
66821,9,2,2,1,1,2,2,3,1,1,29
66822,10,2,2,1,1,2,2,4,1,1,29
66823,11,2,2,1,1,1,2,7,1,1,29
66824,12,2,2,1,1,2,2,5,1,1,29
66825,13,3,1,1,1,1,2,8,1,1,29
66826,14,3,1,1,1,1,1,4,1,1,29
66827,15,2,2,1,1,2,2,2,1,1,29
66828,1,3,1,1,1,1,1,2,1,1,30
66829,2,3,1,1,1,1,1,2,1,1,30
66830,3,3,1,1,1,1,1,2,1,1,30
66831,4,3,1,1,1,1,1,2,1,1,30
66832,1,3,1,1,1,1,1,3,1,1,30
66833,2,3,1,1,1,1,1,2,1,1,30
66834,3,3,1,1,1,1,1,3,1,1,30
66835,4,3,1,1,1,1,1,4,1,1,30
66836,5,3,1,1,1,1,1,4,1,1,30
66837,1,3,1,1,1,1,1,4,1,1,30
66838,2,3,1,1,1,1,1,3,1,1,30
66839,3,3,1,1,1,1,1,5,1,1,30
66840,4,3,1,1,1,1,2,5,1,1,30
66841,5,3,1,1,1,1,1,2,1,1,30
66842,1,3,1,1,1,1,1,3,1,1,30
66843,2,3,1,1,1,1,1,3,1,1,30
66844,3,3,1,1,1,1,1,3,1,1,30
66845,4,3,1,1,1,1,1,5,1,1,30
66846,5,3,1,1,1,1,1,3,1,1,30
66847,3,3,1,1,1,1,1,1,1,1,30
66848,4,3,1,1,1,1,1,8,1,1,30
66849,5,3,1,1,1,1,1,3,1,1,30
66850,2,3,1,1,1,1,1,4,1,1,30
66851,3,3,1,1,1,1,1,3,1,1,30
66852,5,3,1,1,1,1,1,3,1,1,30
66853,3,3,1,1,1,1,1,6,1,1,30
66854,1,3,1,1,1,1,1,4,1,1,30
66855,2,3,1,1,1,1,1,5,1,1,30
66856,2,3,1,1,1,1,1,4,1,1,30
66857,3,3,1,2,1,1,1,3,1,1,30
66858,4,3,1,2,1,1,1,4,1,1,30
66859,1,2,1,1,1,1,2,2,1,1,30
66860,2,2,1,1,1,1,1,3,1,1,30
66861,3,2,1,1,1,1,1,4,1,1,30
66862,4,2,1,1,1,1,1,3,1,1,30
66863,5,1,1,1,1,1,1,5,1,1,30
66864,1,2,1,1,1,1,1,3,1,1,30
66865,3,3,1,1,1,1,1,4,1,1,30
66866,5,3,1,1,1,1,1,1,1,1,30
66867,1,2,1,1,1,1,2,1,1,1,30
66868,2,2,1,1,1,1,2,1,1,1,30
66869,4,3,1,1,1,1,1,1,1,1,30
66870,5,2,1,1,1,1,1,2,1,1,30
66871,1,3,1,1,1,1,1,4,1,1,30
66872,3,3,2,1,1,1,2,3,1,1,30
66873,5,3,1,1,1,1,1,3,1,1,30
66874,1,3,1,1,1,1,1,4,1,1,30
66875,2,2,1,1,1,1,1,2,1,1,30
66876,4,2,1,1,1,1,2,5,1,1,30
66877,5,3,1,1,1,1,1,5,1,1,30
66878,1,2,1,1,1,1,1,6,1,1,30
66879,2,3,1,1,1,1,2,3,2,3,30
66880,1,2,1,1,1,1,1,5,1,1,30
66881,2,2,1,1,1,1,1,2,1,1,30
66882,3,2,1,1,1,1,1,3,1,1,30
66883,4,3,1,1,1,1,2,2,1,1,30
66884,5,2,1,1,1,1,2,2,1,1,30
66885,5,3,1,1,1,1,1,6,1,1,29
66886,1,3,1,1,1,1,1,5,1,1,29
66887,2,3,1,1,1,1,1,4,1,1,29
66888,3,2,2,1,1,1,1,4,1,1,29
66889,4,2,2,1,1,1,2,4,1,1,29
66890,5,2,2,1,1,1,2,4,1,1,29
66891,1,3,1,1,1,1,1,2,1,1,29
66892,3,3,1,1,1,1,2,3,1,1,29
66893,4,3,1,1,1,1,1,5,1,1,29
66894,5,3,1,1,1,1,1,2,1,1,29
66895,1,3,1,1,1,1,1,5,1,1,29
66896,2,3,1,1,1,1,1,2,1,1,29
66897,4,3,1,1,1,1,2,3,1,1,29
66898,5,1,2,5,2,2,2,1,1,1,29
66899,1,2,1,1,1,1,1,5,1,1,29
66900,3,2,6,1,1,1,1,6,1,1,29
66901,4,2,1,1,1,1,1,6,1,1,29
66902,5,3,1,1,1,1,1,5,1,1,29
66903,2,3,1,1,1,1,1,2,1,1,29
66904,4,3,1,1,1,1,1,4,1,1,29
66905,5,2,1,1,1,1,2,3,1,1,29
66906,1,3,2,1,1,1,1,2,1,1,29
66907,2,3,1,1,1,1,2,1,1,1,29
66908,3,2,2,1,1,2,2,1,1,1,29
66909,4,3,1,1,1,1,1,4,1,1,29
66910,5,2,2,1,1,1,2,2,1,1,29
66911,1,3,1,1,1,1,1,3,1,1,29
66912,2,2,1,1,1,1,1,3,1,1,29
66913,3,3,1,1,1,1,1,4,1,1,29
66914,4,2,1,1,1,1,2,7,1,1,29
66915,5,2,1,1,1,1,2,3,1,1,29
66916,1,2,1,1,1,1,2,2,1,1,29
66917,2,3,1,1,1,2,2,2,1,1,29
66918,3,2,2,1,1,1,2,8,1,1,29
66919,2,2,2,1,1,1,2,5,1,1,29
66920,3,3,1,1,1,1,2,1,1,1,29
66921,16,2,2,1,1,2,2,5,1,1,29
66922,17,2,2,3,1,2,2,4,1,1,29
66923,18,2,2,1,1,2,2,2,1,1,29
66924,19,2,2,5,1,2,2,2,1,1,29
66925,20,2,1,1,1,1,2,4,1,1,29
66926,1,2,2,1,1,2,2,5,2,2,29
66927,2,2,1,1,1,1,2,5,1,1,29
66928,5,2,2,1,1,1,2,5,1,1,29
66929,6,2,1,1,1,1,1,2,1,1,29
66930,7,2,1,1,1,1,2,8,1,1,29
66931,8,2,2,1,1,2,2,6,1,1,29
66932,9,2,2,5,1,1,1,3,1,1,29
66933,10,2,1,1,1,1,1,4,1,1,29
66934,11,3,1,1,1,1,1,5,1,1,29
66935,12,2,2,1,1,2,1,4,1,1,29
66936,13,2,1,1,1,1,1,3,1,1,29
66937,14,2,1,1,1,1,1,4,1,1,29
66938,15,2,1,1,1,1,2,6,1,1,29
66939,16,2,1,1,1,1,2,5,1,1,29
66940,17,3,1,1,1,1,2,4,1,1,29
66941,18,2,1,1,1,2,2,2,1,1,29
66942,1,2,2,1,1,2,1,6,1,1,29
66943,2,2,2,1,1,1,2,6,1,1,29
66944,3,2,1,1,1,1,1,5,1,1,29
66945,4,2,1,1,1,2,1,4,1,1,29
66946,5,2,2,1,1,1,1,6,1,1,29
66947,6,2,1,1,1,2,2,6,1,1,29
66948,7,2,2,1,1,1,2,4,1,1,29
66949,8,2,1,1,1,1,1,2,1,1,29
66950,9,2,1,1,1,1,1,5,1,1,29
66951,10,2,2,1,1,1,2,4,1,1,29
66952,11,2,2,1,1,1,2,3,1,1,29
66953,12,2,1,1,1,2,2,4,1,1,29
66954,13,2,2,1,1,2,2,4,1,1,29
66955,14,2,1,1,1,2,2,6,1,1,29
66956,15,2,2,1,1,2,2,5,1,1,29
66957,16,2,2,1,1,1,1,4,1,1,29
66958,17,3,1,1,1,1,1,3,1,1,29
66959,18,2,2,2,2,2,2,5,1,1,29
66960,4,3,1,1,1,1,1,2,1,1,30
66961,5,3,1,1,1,1,1,2,1,1,30
66962,1,2,1,1,1,1,1,3,1,1,30
66963,2,2,1,1,1,1,1,4,1,1,30
66964,3,2,1,1,1,1,1,5,1,1,30
66965,4,2,1,1,1,1,1,4,1,1,30
66966,5,3,1,1,1,1,1,3,1,1,30
66967,1,3,1,1,1,1,1,1,1,1,30
66968,2,3,1,1,1,1,1,2,1,1,30
66969,3,2,1,1,1,1,2,1,1,1,30
66970,4,2,1,1,1,1,1,6,1,1,30
66971,5,3,1,1,1,1,1,3,1,1,30
66972,1,2,1,2,1,1,2,2,1,1,30
66973,2,3,1,1,1,1,1,5,1,1,30
66974,3,2,1,1,1,1,1,2,1,1,30
66975,4,3,1,1,1,1,1,1,1,1,30
66976,5,2,1,2,1,1,1,23,2,5,30
66977,1,3,1,1,1,1,1,3,1,1,30
66978,2,2,1,1,1,1,1,3,1,1,30
66979,3,3,1,1,1,1,1,3,1,1,30
66980,4,2,1,1,1,1,1,5,1,1,30
66981,5,2,1,1,1,1,1,6,1,1,30
66982,2,2,1,2,1,2,2,5,1,1,30
66983,3,2,1,1,1,1,1,3,1,1,30
66984,4,3,1,2,1,1,1,4,1,1,30
66985,1,3,1,1,1,1,1,3,1,1,30
66986,2,3,1,1,1,1,2,3,1,1,30
66987,3,2,1,1,1,1,2,3,1,1,30
66988,4,2,1,1,1,1,1,2,1,1,30
66989,1,3,1,3,1,1,1,6,1,1,30
66990,2,2,1,1,1,1,1,4,1,1,30
66991,3,3,1,1,1,1,1,5,1,1,30
66992,4,3,1,1,1,1,1,5,1,1,30
66993,5,3,1,1,1,1,1,4,1,1,30
66994,1,3,1,2,1,1,1,2,1,1,30
66995,1,2,1,1,1,1,1,3,1,1,30
66996,2,3,1,1,1,1,1,2,1,1,30
66997,3,3,1,1,1,1,1,4,1,1,30
66998,4,3,1,1,1,1,1,5,1,1,30
66999,5,2,1,1,1,1,2,4,1,1,30
67000,1,3,1,1,1,1,1,2,1,1,30
67001,4,3,1,1,1,1,1,2,1,1,30
67002,5,3,1,1,1,1,1,3,1,1,30
67003,1,3,1,1,1,1,1,4,1,1,30
67004,2,2,1,1,1,1,1,2,1,1,30
67005,3,2,1,1,1,1,1,2,1,1,30
67006,4,2,2,1,1,1,1,5,1,1,30
67007,5,2,1,1,1,1,2,4,1,1,30
67008,1,2,2,1,1,1,2,5,1,1,30
67009,3,3,1,1,1,1,2,4,1,1,30
67010,4,3,1,1,1,1,1,4,1,1,30
67011,5,2,1,1,1,2,1,4,1,1,30
67012,1,2,1,1,1,1,1,4,1,1,30
67013,3,2,1,1,1,1,1,3,1,1,30
67014,4,3,1,1,1,1,1,5,1,1,30
67015,2,3,1,1,1,1,1,5,1,1,30
67016,3,3,1,1,1,1,1,6,1,1,30
67017,4,2,2,1,1,1,1,3,1,1,30
67018,5,2,6,1,1,2,2,3,1,1,30
67019,1,2,2,1,1,1,1,3,1,1,30
67020,2,3,1,1,1,1,1,9,1,1,30
67021,3,2,2,1,1,1,2,2,1,1,30
67022,4,3,1,1,1,1,1,4,1,1,30
67023,5,2,1,1,1,2,2,2,1,1,30
67024,2,2,1,1,1,1,1,2,1,1,30
67025,3,2,2,3,1,1,2,4,1,1,30
67026,4,2,2,1,1,1,1,6,1,1,30
67027,5,2,1,1,1,1,1,2,1,1,30
67028,14,2,4,1,1,2,1,10,2,3,30
67029,15,3,1,4,1,1,1,3,1,1,30
67030,16,2,1,4,1,2,2,4,1,1,30
67031,17,3,1,1,1,1,2,3,1,1,30
67032,18,1,4,4,1,2,2,3,1,1,30
67033,19,2,2,4,1,2,2,4,1,1,30
67034,20,2,1,2,1,2,1,4,1,1,30
67035,3,3,1,1,1,1,1,5,1,1,30
67036,5,3,1,1,1,1,1,3,1,1,30
67037,1,3,1,1,1,1,1,6,1,1,30
67038,2,2,1,1,1,2,2,4,1,1,30
67039,4,2,1,1,1,2,1,4,1,1,30
67040,5,3,1,1,1,1,1,1,1,1,30
67041,1,2,2,2,1,1,2,2,1,1,30
67042,2,2,1,2,1,1,2,1,1,1,30
67043,3,2,1,2,1,1,1,5,1,1,30
67044,4,2,2,2,1,1,1,5,1,1,30
67045,5,2,2,2,1,2,1,1,1,1,30
67046,6,2,2,2,1,2,2,2,1,1,30
67047,7,2,2,2,1,1,2,2,1,1,30
67048,8,3,1,2,1,1,1,4,1,1,30
67049,9,2,2,2,1,1,1,2,1,1,30
67050,10,2,2,2,1,1,2,2,1,1,30
67051,11,3,2,2,1,1,1,3,1,1,30
67052,12,2,2,2,1,1,1,2,1,1,30
67053,13,2,2,2,1,1,1,1,1,1,30
67054,14,2,2,2,1,1,1,4,1,1,30
67055,15,2,1,2,1,1,2,1,1,1,30
67056,16,2,1,2,1,1,1,3,1,1,30
67057,17,2,2,2,1,1,2,1,1,1,30
67058,18,2,6,2,1,2,2,1,1,1,30
67059,19,3,1,2,1,1,1,7,1,1,30
67060,20,2,6,2,1,1,1,4,1,1,30
67061,1,3,1,1,1,1,2,2,1,1,30
67062,2,3,1,2,1,1,1,3,1,1,30
67063,3,3,1,2,1,1,1,5,1,1,30
67064,4,2,1,2,1,1,1,3,1,1,30
67065,2,2,2,2,1,1,1,2,1,1,30
67066,3,2,1,2,1,1,2,3,1,1,30
67067,4,2,2,2,1,2,2,3,1,1,30
67068,1,2,2,2,1,1,1,5,1,1,30
67069,2,1,1,2,2,2,2,1,1,1,30
67070,5,2,1,2,1,1,2,4,1,1,30
67071,1,2,1,2,1,1,1,4,1,1,30
67072,2,2,2,1,1,1,1,5,1,1,30
67073,3,2,1,2,1,1,2,3,1,1,30
67074,4,3,1,2,1,1,1,3,1,1,30
67075,5,2,2,2,1,1,2,3,1,1,30
67076,2,1,2,1,1,2,2,3,1,1,30
67077,3,2,2,4,1,2,2,6,1,1,30
67078,4,2,2,1,1,2,2,5,1,1,30
67079,5,2,2,5,1,1,2,3,1,1,30
67080,1,2,1,1,1,1,1,1,1,1,30
67081,2,3,1,1,1,1,1,4,1,1,30
67082,3,2,1,2,1,1,1,4,1,1,30
67083,4,2,2,1,1,2,1,6,1,1,30
67084,5,2,2,1,1,1,1,9,2,2,30
67085,6,2,1,1,1,1,1,3,1,1,30
67086,7,2,2,2,1,1,1,5,1,1,30
67087,8,2,1,2,1,1,2,1,1,1,30
67088,9,1,2,2,1,2,1,3,1,1,30
67089,10,2,1,2,1,1,1,4,1,1,30
67090,11,2,1,2,1,1,1,6,1,1,30
67091,12,2,2,3,1,1,1,2,1,1,30
67092,13,3,1,2,1,1,2,3,1,1,30
67093,5,2,1,1,1,1,2,3,1,1,30
67094,1,3,1,1,1,1,1,7,1,1,30
67095,2,3,1,1,1,1,1,3,1,1,30
67096,3,3,1,1,1,1,1,2,1,1,30
67097,4,3,1,1,1,1,1,2,1,1,30
67098,1,3,1,1,1,1,1,5,1,1,30
67099,2,3,1,1,1,1,1,6,1,1,30
67100,3,2,1,1,1,1,1,3,1,1,30
67101,4,3,1,1,1,1,1,5,1,1,30
67102,5,3,1,1,1,1,1,5,1,1,30
67103,1,3,1,1,1,1,1,4,1,1,30
67104,2,3,1,1,1,1,1,2,1,1,30
67105,3,3,1,1,1,1,2,3,1,1,30
67106,4,3,1,1,1,1,1,5,1,1,30
67107,5,3,1,1,1,1,1,4,1,1,30
67108,1,3,1,1,1,1,1,3,1,1,30
67109,2,3,1,1,1,1,1,3,1,1,30
67110,3,3,1,1,1,1,2,3,1,1,30
67111,4,3,1,1,1,1,1,6,1,1,30
67112,5,3,1,1,1,1,2,2,1,1,30
67113,6,3,1,1,1,1,1,3,1,1,30
67114,7,3,1,1,1,1,1,3,1,1,30
67115,8,3,1,1,1,1,1,3,1,1,30
67116,9,3,1,1,1,1,1,5,1,1,30
67117,10,3,1,1,1,1,2,4,1,1,30
67118,1,3,1,1,1,1,1,3,1,1,30
67119,2,3,1,1,1,1,1,1,1,1,30
67120,3,3,1,1,1,1,1,4,1,1,30
67121,7,2,2,2,1,2,2,6,1,1,30
67122,8,2,2,2,1,2,2,5,1,1,30
67123,9,2,2,2,1,1,2,4,1,1,30
67124,10,2,2,2,1,2,2,5,1,1,30
67125,11,2,2,2,1,1,2,5,1,1,30
67126,12,2,1,2,1,2,2,5,1,1,30
67127,13,2,4,5,1,2,2,2,1,1,30
67128,14,2,1,1,1,1,2,3,1,1,30
67129,15,2,2,1,1,2,2,5,1,1,30
67130,16,1,2,5,1,2,2,2,1,1,30
67131,17,2,2,1,1,2,2,3,1,1,30
67132,18,2,2,1,1,2,2,5,1,1,30
67133,19,3,1,1,1,1,2,7,1,1,30
67134,20,2,1,1,1,2,1,2,1,1,30
67135,1,3,1,1,1,1,1,9,1,1,30
67136,2,2,2,1,1,1,1,4,1,1,30
67137,5,3,1,1,1,1,1,1,1,1,30
67138,6,2,1,1,1,1,1,1,1,1,30
67139,7,2,1,1,1,1,1,2,1,1,30
67140,8,2,1,1,1,1,1,3,1,1,30
67141,9,2,1,1,1,1,1,3,1,1,30
67142,10,2,1,1,1,1,1,2,1,1,30
67143,11,2,2,1,1,1,1,2,1,1,30
67144,12,2,1,1,1,1,1,3,1,1,30
67145,13,2,2,1,1,1,1,3,1,1,30
67146,14,2,1,1,1,1,1,1,1,1,30
67147,15,2,1,1,1,1,1,3,1,1,30
67148,16,2,1,1,1,1,1,2,1,1,30
67149,17,3,1,1,1,2,2,1,1,1,30
67150,18,2,2,2,1,1,1,2,1,1,30
67151,19,2,2,2,1,1,2,5,2,2,30
67152,20,2,1,2,1,1,1,2,1,1,30
67153,1,3,1,1,1,1,1,2,1,1,30
67154,2,3,1,1,1,1,1,3,1,1,30
67155,3,2,1,1,1,1,1,5,1,1,30
67156,4,2,1,1,1,1,1,1,1,1,30
67157,2,2,1,1,1,1,1,5,1,1,30
67158,3,3,1,1,1,1,1,9,1,1,30
67159,4,2,1,1,1,1,1,3,1,1,30
67160,5,3,1,1,1,1,1,5,1,1,30
67161,1,3,1,1,1,1,1,7,1,1,30
67162,2,3,1,1,1,1,1,2,1,1,30
67163,3,3,1,1,1,1,1,4,1,1,30
67164,4,3,1,1,1,1,1,6,1,1,30
67165,5,1,2,1,1,2,2,2,1,1,30
67166,6,2,2,1,1,2,1,1,1,1,30
67167,8,2,1,1,1,1,1,2,1,1,30
67168,9,2,1,1,1,1,1,6,1,1,30
67169,10,2,1,1,1,1,1,5,1,1,30
67170,11,2,1,1,1,1,1,2,1,1,30
67171,12,3,1,1,1,1,1,3,1,1,30
67172,13,2,2,1,1,1,1,5,1,1,30
67173,14,2,1,1,1,1,1,4,1,1,30
67174,15,2,3,1,1,1,1,4,1,1,30
67175,16,2,1,1,1,1,1,4,1,1,30
67176,17,3,1,1,1,1,1,3,1,1,30
67177,18,2,1,1,1,1,1,5,1,1,30
67178,19,3,1,1,1,1,1,2,1,1,30
67179,20,2,2,2,1,2,2,1,1,1,30
67180,1,2,1,1,1,1,1,2,1,1,30
67181,2,2,1,1,1,1,1,2,1,1,30
67182,3,2,1,1,1,1,1,2,1,1,30
67183,4,2,1,1,1,1,1,2,1,1,30
67184,5,2,1,1,1,1,2,3,1,1,30
67185,6,2,6,1,1,1,1,4,1,1,30
67186,7,3,1,1,1,1,2,3,1,1,30
67187,8,2,1,1,1,1,1,5,1,1,30
67188,9,2,1,1,1,2,1,5,1,1,30
67189,10,1,2,1,1,1,1,2,1,1,30
67190,11,3,1,1,1,1,1,4,1,1,30
67191,12,3,1,1,1,1,1,4,1,1,30
67192,13,2,1,1,1,1,1,3,1,1,30
67193,4,2,2,2,1,1,1,3,1,1,30
67194,5,2,2,2,1,1,2,2,1,1,30
67195,6,2,1,2,1,1,1,5,1,1,30
67196,7,2,1,2,1,1,2,3,1,1,30
67197,8,2,1,5,1,1,1,5,1,1,30
67198,9,2,1,2,1,1,2,2,1,1,30
67199,10,2,2,2,1,1,1,4,1,1,30
67200,11,2,2,2,1,1,1,2,1,1,30
67201,12,2,2,2,1,1,1,4,1,1,30
67202,13,2,1,2,1,1,1,3,1,1,30
67203,14,2,2,2,1,1,1,2,1,1,30
67204,15,2,1,2,1,1,1,2,1,1,30
67205,16,2,1,4,1,1,1,4,1,1,30
67206,18,2,1,1,1,1,2,8,1,1,30
67207,19,2,6,4,1,2,2,1,1,1,30
67208,20,2,1,4,1,1,1,4,1,1,30
67209,1,2,2,2,1,2,2,5,1,1,30
67210,2,2,1,2,1,2,2,2,1,1,30
67211,3,2,2,1,1,2,2,4,1,1,30
67212,4,2,2,2,1,2,2,7,1,1,30
67213,5,2,2,2,1,1,2,4,1,1,30
67214,7,2,1,5,1,2,2,7,2,2,30
67215,8,2,2,2,1,2,2,5,1,1,30
67216,9,2,2,2,1,2,2,6,1,1,30
67217,10,1,6,2,1,2,2,5,1,1,30
67218,11,2,2,2,1,2,2,5,1,1,30
67219,12,2,6,2,1,2,2,8,1,1,30
67220,13,2,2,2,1,1,2,2,1,1,30
67221,14,1,1,2,1,2,2,4,1,1,30
67222,15,1,1,2,1,2,2,4,1,1,30
67223,16,2,2,5,1,2,2,4,1,1,30
67224,17,2,1,2,1,2,2,6,1,1,30
67225,19,1,2,1,1,2,2,5,1,1,30
67226,1,2,2,2,1,2,2,6,1,1,30
67227,2,2,2,2,1,2,2,6,1,1,30
67228,3,3,1,1,1,1,1,5,1,1,30
67229,5,3,1,1,1,1,1,4,1,1,30
67230,1,3,1,1,1,1,1,4,1,1,30
67231,2,3,1,1,1,1,1,2,1,1,30
67232,3,3,1,1,1,1,2,3,1,1,30
67233,4,3,1,1,1,1,1,5,1,1,30
67234,5,3,1,1,1,1,1,4,1,1,30
67235,2,3,1,1,1,1,1,2,1,1,30
67236,3,3,1,1,1,1,1,1,1,1,30
67237,5,3,1,1,1,1,1,4,1,1,30
67238,1,3,1,1,1,1,2,6,1,1,30
67239,2,3,1,1,1,1,2,4,1,1,30
67240,4,3,1,1,1,1,1,7,1,1,30
67241,1,2,2,5,1,2,2,5,1,1,30
67242,2,2,2,5,1,2,2,7,1,1,30
67243,3,1,6,5,1,2,2,2,1,1,30
67244,4,2,2,5,1,2,2,8,1,1,30
67245,5,2,2,5,1,2,2,2,1,1,30
